Stamnummer,Thuisploeg,Uitploeg
3817,VK Dudzele,VK Dudzele
3818,FC Entité Wasseiges,FC Entité Wasseiges
3819,FC Tienen,FC Tienen
3820,FC Fémina Braine,FC Fémina Braine
3821,JS Dampremy,JS Dampremy
3822,FC Fémina Mouscron,FC Fémina Mouscron
3823,Euro-Afro Genk,Euro-Afro Genk
3824,FC Fair-Play de Bruxelles,FC Fair-Play de Bruxelles
3825,FC Sint-Andries Antwerpen,FC Sint-Andries Antwerpen
3826,Turkiyemsport Zaventem,Turkiyemsport Zaventem
3827,RC Liège,RC Liège
3828,Football Féminin Bizet,Football Féminin Bizet
3829,FC Ville-sur-Haine,FC Ville-sur-Haine
3830,FC Croatia Boirs,FC Croatia Boirs
3831,Léopold Club Ghlin,Léopold Club Ghlin
3832,Berchemse Sportvrienden,Berchemse Sportvrienden
3833,Pena Madridista Anderlecht,Pena Madridista Anderlecht
3834,Sport Benfica de Saint-Gilles,Sport Benfica de Saint-Gilles
3835,Voorwaarts Wemmel,Voorwaarts Wemmel
3836,Damesvoetbal Lot,Damesvoetbal Lot
3837,Girls Tielt-Winge,Girls Tielt-Winge
3838,Standaard Neerwinden,Standaard Neerwinden
3839,Celtic Tilleur,Celtic Tilleur
3840,FC Ekeren,FC Ekeren
3841,KVC Wilrijk,KVC Wilrijk
3842,ASE de Chastre,ASE de Chastre
3843,ASC Berchem,ASC Berchem
3844,FC Seraing,FC Seraing
3845,Davo Heestert,Davo Heestert
3846,VV Gelrode,VV Gelrode
3847,Unknown Club,Unknown Club
3848,Sport Espoir Jemeppe,Sport Espoir Jemeppe
3849,FC Antwerpen,FC Antwerpen
3850,Maas Girls Maaseik,Maas Girls Maaseik
3851,Ladies Oudenaarde,Ladies Oudenaarde
3852,FC Velzeke,FC Velzeke
3853,VV Halen-Zelem,VV Halen-Zelem
3854,VK Zogge Lady's,VK Zogge Lady's
3855,Tongeren DV,Tongeren DV
3856,Eendracht Sint-Joris Alken,Eendracht Sint-Joris Alken
3857,JS Meslin-Grand Marais,JS Meslin-Grand Marais
3858,CAPS Namur,CAPS Namur
3859,AC Milanello Herstal,AC Milanello Herstal
3860,VC Tielen,VC Tielen
3861,FC Nieuw Ledeberg,FC Nieuw Ledeberg
3862,VC Poederlee,VC Poederlee
3863,Damesvoetbal Borgloon,Damesvoetbal Borgloon
3864,Cerkelladies Brugge,Cerkelladies Brugge
3865,GLC de Woluwé,GLC de Woluwé
3866,Stade Everois Racing Club,Stade Everois Racing Club
3867,Jeunesse Belgo Marocaine,Jeunesse Belgo Marocaine
3868,FC Istanbul Evere,FC Istanbul Evere
3869,SC Oneutois,SC Oneutois
3870,Unknown Club,Unknown Club
3871,FC Bruxelles-Senne,FC Bruxelles-Senne
3872,VV Schoor 98,VV Schoor 98
3873,JS Eghezée,JS Eghezée
3874,FC Athus 2000,FC Athus 2000
3875,SK Kampelaar,SK Kampelaar
3876,Renaissance Sporting Hemptinne,Renaissance Sporting Hemptinne
3877,SOS Boxbergheide Genk,SOS Boxbergheide Genk
3878,JC Chicago-Nekkerspoel,JC Chicago-Nekkerspoel
3879,VK Sparta Gent,VK Sparta Gent
3880,FC Avrasya Gent,FC Avrasya Gent
3881,VC Sluizen,VC Sluizen
3882,FC Sporting Namur,FC Sporting Namur
3883,Sporting Genk Zuid,Sporting Genk Zuid
3884,Standaard Muide Gent,Standaard Muide Gent
3885,FC Etterbeek Armenia,FC Etterbeek Armenia
3886,Sporting Kortenberg,Sporting Kortenberg
3887,Sporting Woluwe-Amitié,Sporting Woluwe-Amitié
3888,ASD Ramegnies-Chin,ASD Ramegnies-Chin
3889,Unknown Club,Unknown Club
3890,All. Fexhe et Slins - Fragnee,All. Fexhe et Slins - Fragnee
3891,AFFSS,AFFSS
3892,FC Fémina White Star Woluwe,FC Fémina White Star Woluwe
3893,VK Koekelare,VK Koekelare
3894,Club Roeselare,Club Roeselare
3895,FC Merchtem 2000,FC Merchtem 2000
3896,SVH Waasmunster,SVH Waasmunster
3897,ES Jamboise,ES Jamboise
3898,VC Herentals,VC Herentals
3899,Dames Voetbal Balen,Dames Voetbal Balen
3900,VE Stabroek,VE Stabroek
3901,Eendracht Ooigem,Eendracht Ooigem
3902,FC Auderghem,FC Auderghem
3903,RACS Couillet,RACS Couillet
3904,FC Juventus Herstal,FC Juventus Herstal
3905,CS Féminin Auvelais,CS Féminin Auvelais
3906,Dames Voetbal Tessenderlo,Dames Voetbal Tessenderlo
3907,FC Gierle,FC Gierle
3908,FC Dames Ravels Eel,FC Dames Ravels Eel
3909,SK Berlaar,SK Berlaar
3910,VK Wikings Kortrijk,VK Wikings Kortrijk
3911,Atlas Linter,Atlas Linter
3912,FC Hévillers-Nethen,FC Hévillers-Nethen
3913,FC Ellas Liège,FC Ellas Liège
3914,Heidebloem Dilsen VV,Heidebloem Dilsen VV
3915,AFCCM Braine,AFCCM Braine
3916,J.V.V. Sint-Andries,J.V.V. Sint-Andries
3917,FC Sporting Heverlee,FC Sporting Heverlee
3918,FC Olympic Namur,FC Olympic Namur
3919,Jong Vijve,Jong Vijve
3920,FC Flénu,FC Flénu
3921,Dames Zulte Waregem,Dames Zulte Waregem
3922,SK Torhout,SK Torhout
3923,JS Bois-de-Villers,JS Bois-de-Villers
3924,FC Fémina La Louvière,FC Fémina La Louvière
3925,JS Seraing,JS Seraing
3926,FC Havré,FC Havré
3927,Fémina Sporting de Charleroi,Fémina Sporting de Charleroi
3928,FC Saint-Josse,FC Saint-Josse
3929,DVC Land Van Grimbergen,DVC Land Van Grimbergen
3930,Eendracht Hekelgem,Eendracht Hekelgem
3931,VC Mortsel Oude God,VC Mortsel Oude God
3932,FC Oxford Hemiksem,FC Oxford Hemiksem
3933,Excelsior Anderlecht,Excelsior Anderlecht
3934,FC Jeunesse Molenbeek,FC Jeunesse Molenbeek
3935,Rangers Opdorp,Rangers Opdorp
3936,FC Young Stars Antwerp,FC Young Stars Antwerp
3937,Racing Nieuwenrode,Racing Nieuwenrode
3938,MCS Sport Liège,MCS Sport Liège
3939,FC Tilleur Saint-Nicolas,FC Tilleur Saint-Nicolas
3940,Jong Zulte,Jong Zulte
3941,Vurste 92,Vurste 92
3942,Racing FC Fosses,Racing FC Fosses
3943,FC Young Stars Eeklo,FC Young Stars Eeklo
3944,Stade Disonais,Stade Disonais
3945,Inter Sport Winterslag,Inter Sport Winterslag
3946,FC Diyanet Zaventem,FC Diyanet Zaventem
3947,FC Suryoyes Bruxellois,FC Suryoyes Bruxellois
3948,FC Union Espagnolle de Dolhain,FC Union Espagnolle de Dolhain
3949,SK Denderhoutem,SK Denderhoutem
3950,Dames Sporting Club Aalst,Dames Sporting Club Aalst
3951,Gentse Rangers 2002,Gentse Rangers 2002
3952,FC Pelgrim United Merksem,FC Pelgrim United Merksem
3953,FC Gerda Waasland Sint-Niklaas,FC Gerda Waasland Sint-Niklaas
3954,SD Entente Jettoise,SD Entente Jettoise
3955,FC Racing Molenbeek,FC Racing Molenbeek
3956,US Nevraumont,US Nevraumont
3957,VC Moldavo,VC Moldavo
3958,Sporting Club Hillegem,Sporting Club Hillegem
3959,USF Montrœul-Dergneau,USF Montrœul-Dergneau
3960,Solières Sport,Solières Sport
3961,Pamel 88,Pamel 88
3962,Verbroedering Zwijndrecht,Verbroedering Zwijndrecht
3963,United Gent,United Gent
3964,Inter Gent,Inter Gent
3965,Damesvoetbal Opglabbeek,Damesvoetbal Opglabbeek
3966,Racing White de Woluwe,Racing White de Woluwe
3967,SK Zandbergen,SK Zandbergen
3968,Grupo Desportivo Poulseur,Grupo Desportivo Poulseur
3969,FC Ath Sport,FC Ath Sport
3970,Racing Saint-Amand,Racing Saint-Amand
3971,Jeunesse Sportive de Bray,Jeunesse Sportive de Bray
3972,WK Sint-Goriks,WK Sint-Goriks
3973,FC Anderlecht-Milan,FC Anderlecht-Milan
3974,SV Koolkerke,SV Koolkerke
3975,Olympic Molen Sport Ingelmunster,Olympic Molen Sport Ingelmunster
3976,Voetbalclub Heuvelland,Voetbalclub Heuvelland
3977,FC Jong Merksem,FC Jong Merksem
3978,FC Charleroi,FC Charleroi
3979,Sporting Schaerbeek,Sporting Schaerbeek
3980,FC Apollo-Nielse,FC Apollo-Nielse
3981,VC Dames Eendracht Aalst,VC Dames Eendracht Aalst
3982,FC Ixelles,FC Ixelles
3983,Racing White Daring Molenbeek 2003,Racing White Daring Molenbeek 2003
3984,Eendracht Elene,Eendracht Elene
3985,FC Laagland Merksem,FC Laagland Merksem
3986,SC Montignies,SC Montignies
3987,F.C. Genclerbirligi Zele,F.C. Genclerbirligi Zele
3988,FC Molenbeek City,FC Molenbeek City
3989,FC Nandrin,FC Nandrin
3990,Leest United,Leest United
3991,VK Jong Neigem,VK Jong Neigem
3992,FC Centre Sport,FC Centre Sport
3993,Sporting Oud-Heverlee Leuven,Sporting Oud-Heverlee Leuven
3994,US Espérance Aldegonde,US Espérance Aldegonde
3995,Jodoigne FC,Jodoigne FC
3996,SC Bon Air,SC Bon Air
3997,FC Binkom,FC Binkom
3998,FC United Anderlecht,FC United Anderlecht
3999,Sporting Burcht FC,Sporting Burcht FC
4000,Racing Voetbalclub Hoboken,Racing Voetbalclub Hoboken
4001,VK Liedekerke,VK Liedekerke
4002,Trabzon Schaerbeek,Trabzon Schaerbeek
4003,FC Jupille,FC Jupille
4004,SNA Keiberg,SNA Keiberg
4005,VS Destelbergen,VS Destelbergen
4006,FC Moreda Uccle,FC Moreda Uccle
4007,RRC de Bruxelles 1891,RRC de Bruxelles 1891
4008,Union Sportive Walcourt,Union Sportive Walcourt
4009,Den Hert Welle Denderhoutem,Den Hert Welle Denderhoutem
4010,FC Eendracht Onkerzele,FC Eendracht Onkerzele
4011,SK Ooidonck Leerne,SK Ooidonck Leerne
4012,Football Club Cheratte,Football Club Cheratte
4013,Union Sportive Wodecq,Union Sportive Wodecq
4014,FC Brothers Flemalle,FC Brothers Flemalle
4015,JS Ramecroix,JS Ramecroix
4016,SK Landskouter,SK Landskouter
4017,SK Heusden 06,SK Heusden 06
4018,Sporting Ertvelde,Sporting Ertvelde
4019,JV Lo-Reninge,JV Lo-Reninge
4020,FC Eendracht Kuurne,FC Eendracht Kuurne
4021,FC United Richelle,FC United Richelle
4022,Ladies Merksem,Ladies Merksem
4023,Denizlispor Anderlecht,Denizlispor Anderlecht
4024,FC Harchies-Bernissart,FC Harchies-Bernissart
4025,FC Dour,FC Dour
4026,FC Union Astene,FC Union Astene
4027,Vitoria Futebol Clube de Antuerpia,Vitoria Futebol Clube de Antuerpia
4028,FC Herderen-Millen,FC Herderen-Millen
4029,FC Espoir Molenbeek,FC Espoir Molenbeek
4030,Sport Haren,Sport Haren
4031,Olympique Molenbeekois,Olympique Molenbeekois
4032,VC Boekhoute,VC Boekhoute
4033,FC Schoonbroek,FC Schoonbroek
4034,FC Mont de l'Enclus,FC Mont de l'Enclus
4035,FC Borght,FC Borght
4036,Membruggen V&V,Membruggen V&V
4037,Livinas Elverdinge,Livinas Elverdinge
4038,Sporting Club Aarschot,Sporting Club Aarschot
4039,FC Ladies Rapide Wezemaal,FC Ladies Rapide Wezemaal
4040,DV Kortrijk,DV Kortrijk
4041,FC Péronnes,FC Péronnes
4042,VKZ Hamme-Zogge,VKZ Hamme-Zogge
4043,FC Torgny-Rouvroy,FC Torgny-Rouvroy
4044,Football Club Bercheux,Football Club Bercheux
4045,Dames Football Club Ternat,Dames Football Club Ternat
4046,Football Club Gullegem,Football Club Gullegem
4047,Football Club Piéton,Football Club Piéton
4048,FC Bosdam Beveren,FC Bosdam Beveren
4049,DVC Veerle Zwart-Wit,DVC Veerle Zwart-Wit
4050,FC Geetbets,FC Geetbets
4051,AC Milanello Herstal,AC Milanello Herstal
4052,VK Duffel,VK Duffel
4053,Oursonnes de Saint-Ghislain,Oursonnes de Saint-Ghislain
4054,Racing Club Nieuwenrode,Racing Club Nieuwenrode
4055,AS Docherie,AS Docherie
4056,Racing Club Vaux,Racing Club Vaux
4057,FC Iris Woluwe,FC Iris Woluwe
4058,Herleving Red Star Haasdonk,Herleving Red Star Haasdonk
4059,Vriendenklub Boortmeerbeek,Vriendenklub Boortmeerbeek
4060,Davo Torhout,Davo Torhout
4061,DVC Eva's Tienen,DVC Eva's Tienen
4062,Opheers VV,Opheers VV
4063,Unknown Club,Unknown Club
4064,Zwarte Duivels Westmeerbeek,Zwarte Duivels Westmeerbeek
4065,Club Olympic Trivières,Club Olympic Trivières
4066,Damesvoetbal Leffine,Damesvoetbal Leffine
4067,FC Neupré,FC Neupré
4068,Peterbos Anderlecht,Peterbos Anderlecht
4069,FC Musson,FC Musson
4070,Racing Fun Anderlecht,Racing Fun Anderlecht
4071,AS Fontainoise,AS Fontainoise
4072,FC Bressoux,FC Bressoux
4073,Inter Barry,Inter Barry
4074,Péruwelz Football Club,Péruwelz Football Club
4075,Kontich FC (vrouwen),Kontich FC (vrouwen)
4076,FC Wodecq,FC Wodecq
4077,Maccabi Brussels,Maccabi Brussels
4078,Foot Seraing Chatqueue,Foot Seraing Chatqueue
4079,WD Lierse SK,WD Lierse SK
4080,Nielse SV,Nielse SV
4081,FC Barchon,FC Barchon
4082,FC Ayyildiz 2010 Liège,FC Ayyildiz 2010 Liège
4083,Racing Jeunesse Arlonaise,Racing Jeunesse Arlonaise
4084,FC Couillet,FC Couillet
4085,GA Condroz-Hesbaye,GA Condroz-Hesbaye
4086,Wezel Sport FC,Wezel Sport FC
4087,Cosmos Laeken,Cosmos Laeken
4088,Renouveau Union Sportive de Tournai,Renouveau Union Sportive de Tournai
4089,Athènes Sport Péronnes,Athènes Sport Péronnes
4090,Club Brugge Dames,Club Brugge Dames
4091,FC Assyria Mechelen,FC Assyria Mechelen
4092,AFCCM Braine Waterloo,AFCCM Braine Waterloo
4093,VK Berg-Op,VK Berg-Op
4094,FC Saint Jean Tournai,FC Saint Jean Tournai
4095,FC Sint-Niklaas,FC Sint-Niklaas
4096,VK Laar Boortmeerbeek,VK Laar Boortmeerbeek
4097,FC Turnhout,FC Turnhout
4098,Bredene Sport,Bredene Sport
4099,Ertvelde United,Ertvelde United
4100,Red Star Ladies Denderhoutem,Red Star Ladies Denderhoutem
4101,Blauberg Sport,Blauberg Sport
4102,FC Zandvliet,FC Zandvliet
4103,Voetbal Klub Vilvoorde,Voetbal Klub Vilvoorde
4104,Olympic Clabecq,Olympic Clabecq
4105,ACS Brasschaat,ACS Brasschaat
4106,Kessel United,Kessel United
4107,FC Rosselaar Hulsen,FC Rosselaar Hulsen
4108,Willebroekse Sportvereniging,Willebroekse Sportvereniging
4109,CS Turquoise Montegnée,CS Turquoise Montegnée
4110,FC Turkuaz Antwerpen,FC Turkuaz Antwerpen
4111,Yellow Blue Supporterskring Beveren,Yellow Blue Supporterskring Beveren
4112,FC Ay-Yildiz Gent,FC Ay-Yildiz Gent
4113,Racing Club Marcinelle,Racing Club Marcinelle
4114,Racing Nieuwrode,Racing Nieuwrode
4115,Calcio Genk,Calcio Genk
4116,KAA Gent Ladies,KAA Gent Ladies
4117,Cosmos Brussels,Cosmos Brussels
4118,FC Lesve-Arbre,FC Lesve-Arbre
4119,ASC Marocaine Liège,ASC Marocaine Liège
4120,SHAPE Youth FC,SHAPE Youth FC
4121,Union Sportive de Neuville,Union Sportive de Neuville
4122,Sportief Vooruit Kortenaken,Sportief Vooruit Kortenaken
4123,D.FUFO Beringen,D.FUFO Beringen
4124,RAJS Honnelloise,RAJS Honnelloise
4125,FC Bouffioulx,FC Bouffioulx
4126,Union Sporting Club Jemappes,Union Sporting Club Jemappes
4127,Olympic Marche Football Club,Olympic Marche Football Club
4128,Fémina Givry Bertogne,Fémina Givry Bertogne
4129,Les Panthères Noires de Liège,Les Panthères Noires de Liège
4130,Nieuw Sterk Vlug Dapper Handzame,Nieuw Sterk Vlug Dapper Handzame
4131,FC Racing Boxberg,FC Racing Boxberg
4132,FC Genc Turk Gent,FC Genc Turk Gent
4133,AIC Sports Grivegnée,AIC Sports Grivegnée
4134,Jeunesse Saint-Nicolas,Jeunesse Saint-Nicolas
4135,Union Fontinoise,Union Fontinoise
4136,AS Faymonville,AS Faymonville
4137,Étoile Verviétoise,Étoile Verviétoise
4138,AS Brussels City,AS Brussels City
4139,FC Enghiennois,FC Enghiennois
4140,JS Aiseau-Presles,JS Aiseau-Presles
4141,FC Colfontaine,FC Colfontaine
4142,Jong Antwerpen Sport,Jong Antwerpen Sport
4143,FC Achêne,FC Achêne
4144,Club Sportif Fragnée,Club Sportif Fragnée
4145,AS Emul Liège,AS Emul Liège
4146,RWD Molenbeek Girls,RWD Molenbeek Girls
4147,FC Veldwezelt,FC Veldwezelt
4148,Sporting Club Kelmis,Sporting Club Kelmis
4149,Project Dynamisch Kruibeke,Project Dynamisch Kruibeke
4150,Juve Mollem,Juve Mollem
4151,Infinity FC Vilvoorde,Infinity FC Vilvoorde
4152,Sparta Schaffen,Sparta Schaffen
4153,FCLC Ronse,FCLC Ronse
4154,US Grâce-Hollogne,US Grâce-Hollogne
4155,VK Sjoeters Opwijk,VK Sjoeters Opwijk
4156,Académie Jeunesse Molenbeek,Académie Jeunesse Molenbeek
4157,Eskavee Zwevezele,Eskavee Zwevezele
4158,VK Woesten Vleteren,VK Woesten Vleteren
4159,NSeth Berchem,NSeth Berchem
4160,ES Bleid,ES Bleid
4161,Renaissance Sportive Forestoise,Renaissance Sportive Forestoise
4162,CS Juprelle,CS Juprelle
4163,Sparta Lombeek,Sparta Lombeek
4164,VC Kessel,VC Kessel
4165,Anderlecht SCB,Anderlecht SCB
4166,Olympique Club Forestois,Olympique Club Forestois
4167,Fusion Oostende,Fusion Oostende
4168,Union Africa FC Bruxelles,Union Africa FC Bruxelles
4169,FC Houtaing,FC Houtaing
4170,Jago Sint-Amandsberg,Jago Sint-Amandsberg
4171,Woluwe FC,Woluwe FC
4172,Racing Ans Montegnée FC,Racing Ans Montegnée FC
4173,Antwerp Piranhas Academy,Antwerp Piranhas Academy
4174,FC Irlande Auderghem,FC Irlande Auderghem
4175,Saint-Pholien Liège,Saint-Pholien Liège
4176,FC Fontinois,FC Fontinois
4177,FC Berloz,FC Berloz
4178,Olympique Romsée,Olympique Romsée
4179,Unknown Club,Unknown Club
4180,Juventus Academy Grivegnée,Juventus Academy Grivegnée
4181,FC Polonia Boitsfort,FC Polonia Boitsfort
4182,DV Bilzen United,DV Bilzen United
4183,AOC Buston,AOC Buston
4184,VK Langemark-Poelkapelle,VK Langemark-Poelkapelle
4185,Brussels Sport AFCA,Brussels Sport AFCA
4186,Athletic Club Quaregnon-Wasmuel,Athletic Club Quaregnon-Wasmuel
4187,FC Ronvau Chaumont,FC Ronvau Chaumont
4188,Saint Guidon Anderlecht,Saint Guidon Anderlecht
4189,Belcika Beringen Fenerbahce Dernegi,Belcika Beringen Fenerbahce Dernegi
4190,Entente Chapelloise,Entente Chapelloise
4191,Cercle Sportive Verviers,Cercle Sportive Verviers
4192,SV Wondelgem,SV Wondelgem
4193,Alberta FC Schilde,Alberta FC Schilde
4194,SK Plenke Werchter,SK Plenke Werchter
4195,FC Dampoort Gent,FC Dampoort Gent
4196,FC Rooigem Rangers,FC Rooigem Rangers
4197,Jong Helkijn,Jong Helkijn
4198,VV 9000 Gent,VV 9000 Gent
4199,Brussels United FC,Brussels United FC
4200,Ascades Renaissance Evere,Ascades Renaissance Evere
4201,Brussels Fire St-Gilles,Brussels Fire St-Gilles
4202,Anneessens 25 Brussels,Anneessens 25 Brussels
4203,Vilvoorde-Diegem United,Vilvoorde-Diegem United
4204,Vilvoorde City,Vilvoorde City
4205,Visé BMFA,Visé BMFA
4206,Oranje Blauw Wieze,Oranje Blauw Wieze
4207,BUFC Ladies Brussels,BUFC Ladies Brussels
4208,VC Den Boskant Peizegem,VC Den Boskant Peizegem
4209,Jong SG Dendermonde,Jong SG Dendermonde
4210,AS Montigny,AS Montigny
4211,Celtic Denée Football,Celtic Denée Football
4212,Sportkring Kemzeke,Sportkring Kemzeke
4213,RFC Syriana Deurne,RFC Syriana Deurne
4214,FC Kortenberg Meerbeek United,FC Kortenberg Meerbeek United
4215,Football Academie D'Engis,Football Academie D'Engis
4216,FC Rangers Merelbeke,FC Rangers Merelbeke
4217,FC Elephant Barry,FC Elephant Barry
4218,Jeunesse Sportive Liègeoise,Jeunesse Sportive Liègeoise
4219,FC Amicii Bxl Jette,FC Amicii Bxl Jette
4220,Espoirs Féminins Aisne,Espoirs Féminins Aisne
4221,A.S.A. Molenbeek,A.S.A. Molenbeek
4222,VK Poreistampers Asse,VK Poreistampers Asse
4223,FC Flaches,FC Flaches
4224,FC Marolles Bruxelles,FC Marolles Bruxelles
4225,SCE Vooruit Denderhoutem,SCE Vooruit Denderhoutem
4226,FC Antwerp Talents,FC Antwerp Talents
4227,FC Warriors Antwerpen,FC Warriors Antwerpen
4228,Wapper Antwerpen,Wapper Antwerpen
4229,Sportkring Aalst,Sportkring Aalst
4230,FC Los Incas Wijnegem,FC Los Incas Wijnegem
4231,US Quiévrainoise 70,US Quiévrainoise 70
4232,FC Borina Quaregnon,FC Borina Quaregnon
4233,Skill Racing Union Verviers,Skill Racing Union Verviers
4234,VK Velle,VK Velle
4235,Unico Tongeren,Unico Tongeren
4236,La Squadra Mouscron,La Squadra Mouscron
4237,Entente Jeunesse Fléron,Entente Jeunesse Fléron
4238,FC Suraye United Mechelen,FC Suraye United Mechelen
4239,Athletico Antwerpen,Athletico Antwerpen
4240,Kalfort Puursica,Kalfort Puursica
4241,FC Synergy Bruxelles,FC Synergy Bruxelles
4242,FC Sainte-Odile Élouges,FC Sainte-Odile Élouges
4243,G-Sport Vorselaar,G-Sport Vorselaar
4244,FC Antwerpen Noord,FC Antwerpen Noord
4245,FC Inter Hasselt,FC Inter Hasselt
4246,Galatasaray Antwerpen,Galatasaray Antwerpen
4247,Unknown Club,Unknown Club
4248,SV Ingelmunster,SV Ingelmunster
4249,VVC Brasschaat,VVC Brasschaat
4250,FC Bertrix,FC Bertrix
4251,MS Herstal Milmort,MS Herstal Milmort
4252,Merchtem United,Merchtem United
4253,Union Sportive Musson,Union Sportive Musson
4254,FC Porto Brussels,FC Porto Brussels
4255,Haren,Haren
4256,FC Strombeek 1932,FC Strombeek 1932
4257,Racing Anderlecht,Racing Anderlecht
4258,FC Saint-Nicolas Tilleur,FC Saint-Nicolas Tilleur
4259,Dendermondse Jeugd 2020,Dendermondse Jeugd 2020
4260,AFC Evere,AFC Evere
4261,Sporting Excel Jemeppe,Sporting Excel Jemeppe
4262,Union Sportive SG Anderlecht,Union Sportive SG Anderlecht
4263,Namur City,Namur City
4264,Unknown Club,Unknown Club
4265,Jeunesse Docherie 61,Jeunesse Docherie 61
4266,FC Grand-Reng,FC Grand-Reng
4267,Racing White Woluwe,Racing White Woluwe
4268,RR Breivelde-Zottegem,RR Breivelde-Zottegem
4269,Sporting Club Duffel,Sporting Club Duffel
4270,Waterloo Lion's FC,Waterloo Lion's FC
4271,FC Walhain,FC Walhain
4272,VC Immer Oost,VC Immer Oost
4273,AC Barry-Carrieres,AC Barry-Carrieres
4274,Sporting Club Farciennes,Sporting Club Farciennes
4275,FC Bomal,FC Bomal
4276,KFC Inkad Diegem,KFC Inkad Diegem
4277,Sporting Synergy Bruxelles,Sporting Synergy Bruxelles
4278,Foot Fun Family Brussels,Foot Fun Family Brussels
4279,Belgian Deaf Sports Committee,Belgian Deaf Sports Committee
4280,FA Nieuwpoort,FA Nieuwpoort
4281,La Jeunesse Sclaynoise,La Jeunesse Sclaynoise
4282,Orly Harelbeke,Orly Harelbeke
4283,LIA Everbeur,LIA Everbeur
4284,Generation Fefa Anderlecht,Generation Fefa Anderlecht
4285,Jeunesse Trazegnies,Jeunesse Trazegnies
4286,FC Anatolia Gent,FC Anatolia Gent
4287,AC Jeunesse Molenbeek,AC Jeunesse Molenbeek
4288,G-Voetbal Marke,G-Voetbal Marke
4289,SV Blauw Wit Temse,SV Blauw Wit Temse
4290,FC Snefballeuses,FC Snefballeuses
4291,Renaissance Club Fontin,Renaissance Club Fontin
4292,FC Femina Grâce-Hollogne,FC Femina Grâce-Hollogne
4293,Jeunesse Farciennes,Jeunesse Farciennes
4294,SC Jodoigne,SC Jodoigne
4295,Les Leopards d'Anvers,Les Leopards d'Anvers
4296,FC Machelen,FC Machelen
4297,FC Gent City,FC Gent City
4298,FC Quevy Genly,FC Quevy Genly
4299,Football Girls Leuven,Football Girls Leuven
4300,Fumal FC,Fumal FC
4301,Daring Club Wezembeek-Oppem,Daring Club Wezembeek-Oppem
4302,Inter Brussels,Inter Brussels
4303,Jeugd Sport België 1060 Sint-Gillis,Jeugd Sport België 1060 Sint-Gillis
4304,Villers-aux-Tours,Villers-aux-Tours
4305,Sporting Salzinnes Namur,Sporting Salzinnes Namur
4306,Carolo Football Charleroi,Carolo Football Charleroi
4307,G-FC Grasduikers Assenede,G-FC Grasduikers Assenede
4308,Renaissance US Grand-Reng,Renaissance US Grand-Reng
4309,Koboz United Aalst,Koboz United Aalst
4310,Geraardsbergen United,Geraardsbergen United
4311,Antwerp Diamonds FC,Antwerp Diamonds FC
4312,Anderlecht Youth Talents,Anderlecht Youth Talents
4313,Jeunesse Sportive Erpion,Jeunesse Sportive Erpion
4314,ES Fraire,ES Fraire
4315,FC Herbeumont,FC Herbeumont
4316,Olympique de Bruxelles,Olympique de Bruxelles
4317,FC Les Oranges de Liège,FC Les Oranges de Liège
4318,CFC Pontisse Herstal,CFC Pontisse Herstal
4319,Renaissance FC Carnières,Renaissance FC Carnières
4320,Atl. S.C. Boys Anderlecht,Atl. S.C. Boys Anderlecht
4321,FC Pirate Leuven,FC Pirate Leuven
4322,FC Wolves Brussels,FC Wolves Brussels
4323,King Njies AK Halle,King Njies AK Halle
4324,Dottignies,Dottignies
4325,Marchienne-au-Pont,Marchienne-au-Pont
4326,Riemst,Riemst
4327,Gent,Gent
4328,Temse,Temse
4329,Dadizele,Dadizele
4330,Vielsalm,Vielsalm
4331,Bruyelle,Bruyelle
4332,Oosterzele,Oosterzele
4333,Tilleur,Tilleur
4334,Deinze,Deinze
4335,Moeskroen,Moeskroen
4336,Loenhout,Loenhout
4337,Deurne,Deurne
4338,Gent,Gent
4339,Jong Eernegem,Jong Eernegem
4340,Deurne,Deurne
4341,Baelen,Baelen
4342,Dailly,Dailly
4343,Grâce-Hollogne,Grâce-Hollogne
4344,Anzegem,Anzegem
4345,Unknown Club,Unknown Club
4346,Unknown Club,Unknown Club
